Variant_ID	Gene_ID	Drug_ID	Disease_Context	Target_Detail	Type_Association_General	Type_Dosage	Type_Efficacy	Type_Metabolism_PK	Type_No_Association	Type_Toxicity	Dir_Associated	Dir_Decreased	Dir_Increased	Dir_None
rs1045642	ABCB1	isoniazid	disease:tuberculosis	['nan']	0	0	0	0	1	1	1	0	0	1
rs1045642	ABCB1	labetalol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	lamivudine	disease:hiv infectious disease	['nan']	0	0	1	0	0	0	1	0	0	0
rs1045642	ABCB1	lamivudine	other:hiv infectious disease	['nan']	0	0	0	0	0	1	0	1	0	0
rs1045642	ABCB1	lamotrigine	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	lamotrigine	other:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	lansoprazole	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	lenalidomide	disease:multiple myeloma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	lenalidomide	other:multiple myeloma, other:lymphoma, other:myelodysplastic syndromes	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	leucovorin	disease:colorectal neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	leucovorin	disease:neoplasm of esophagus, disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	levofloxacin	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	loperamide	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	lopinavir	disease:hiv infectious disease	['nan']	0	0	0	1	1	0	1	0	0	1
rs1045642	ABCB1	lopinavir	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	losartan	disease:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	melatonin receptor agonists	disease:depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	methadone	disease:heroin dependence	['nan']	0	0	0	1	1	0	0	0	1	1
rs1045642	ABCB1	methadone	disease:neonatal abstinence syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	methadone	disease:opioid-related disorders	['nan']	0	0	0	1	1	0	0	1	1	1
rs1045642	ABCB1	methadone	disease:pain	['nan']	0	1	0	0	1	0	0	1	0	1
rs1045642	ABCB1	methadone	general_population	['nan']	0	0	0	1	1	0	0	1	1	1
rs1045642	ABCB1	methadone	other:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	methadone	other:neoplasms, other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	methadone	other:opioid-related disorders	['nan']	0	0	0	1	1	0	0	0	1	1
rs1045642	ABCB1	methotrexate	"""disease:burkitt lymphoma"", ""disease:lymphoma, t-cell"", ""disease:acute lymphoblastic leukemia"""	['nan']	0	0	0	1	0	1	0	0	1	0
rs1045642	ABCB1	methotrexate	disease:acute lymphoblastic leukemia	['nan']	0	0	1	0	1	1	0	1	1	1
rs1045642	ABCB1	methotrexate	disease:hematologic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	methotrexate	disease:juvenile rheumatoid arthritis	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	methotrexate	disease:rheumatoid arthritis	['nan']	0	0	1	0	1	1	0	1	1	1
rs1045642	ABCB1	methotrexate	other:acute lymphoblastic leukemia	['nan']	0	0	1	1	1	1	0	1	1	1
rs1045642	ABCB1	methotrexate	other:juvenile rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	methotrexate	other:lymphoma, other:osteosarcoma, other:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	methotrexate	other:osteosarcoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	methotrexate	other:rheumatoid arthritis	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	methylprednisolone	disease:kidney transplantation	['nan']	0	0	0	0	0	1	0	1	0	0
rs1045642	ABCB1	methylprednisolone	other:pemphigus	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	midazolam	disease:renal cell carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	mitotane	disease:adrenocortical carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	modafinil	disease:narcolepsy	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	morphine	disease:neonatal abstinence syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	morphine	disease:neoplasms	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	morphine	disease:pain	['nan']	0	1	0	0	0	0	0	1	0	0
rs1045642	ABCB1	morphine	disease:pain, postoperative	['nan']	0	0	0	0	1	1	0	1	0	1
rs1045642	ABCB1	morphine	general_population	['nan']	0	0	0	1	1	1	1	0	1	1
rs1045642	ABCB1	morphine	other:lung neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	morphine	other:pain	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	mycophenolate mofetil	disease:kidney transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	nelfinavir	disease:hiv infectious disease	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	nevirapine	disease:hiv infectious disease	['nan']	0	0	1	0	1	1	1	1	0	1
rs1045642	ABCB1	nimodipine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	nortriptyline	disease:major depressive disorder	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	nortriptyline	other:pain	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	o-desmethyltramadol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	olanzapine	disease:psychotic disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	olanzapine	general_population	['nan']	0	0	1	0	1	0	1	0	0	1
rs1045642	ABCB1	omeprazole	disease:gastroesophageal reflux	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	omeprazole	disease:helicobacter infections	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	ondansetron	disease:leukemia, myeloid, acute	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	ondansetron	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
rs1045642	ABCB1	opioids	disease:neoplasms, disease:pain	['nan']	0	0	1	0	0	0	0	1	0	0
rs1045642	ABCB1	opioids	disease:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	opioids	disease:pain, postoperative	['nan']	0	0	1	0	1	0	0	1	0	1
rs1045642	ABCB1	opioids	general_population	['nan']	1	0	0	0	0	0	0	1	0	0
rs1045642	ABCB1	opioids	other:low back pain	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	opioids	other:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	opioids	other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oseltamivir	disease:influenza	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oseltamivir	other:acute respiratory diseases, other:suspected influenza a/h1n1 infection	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	osimertinib	other:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oxaliplatin	disease:colorectal neoplasms	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	oxaliplatin	disease:neoplasm of esophagus, disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oxaliplatin	other:breast neoplasms, other:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	oxcarbazepine	disease:epilepsy	['nan']	0	0	1	1	0	0	0	1	1	0
rs1045642	ABCB1	oxycodone	disease:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oxycodone	disease:pain	['nan']	0	1	0	0	1	0	0	1	0	1
rs1045642	ABCB1	oxycodone	disease:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oxycodone	other:lactation	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oxycodone	other:lung neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	oxycodone	other:pain, other:neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	paclitaxel	disease:breast neoplasms	['nan']	0	0	0	0	1	1	0	1	1	1
rs1045642	ABCB1	paclitaxel	disease:head and neck neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	paclitaxel	disease:neoplasms	['nan']	0	0	0	0	1	1	0	0	1	1
rs1045642	ABCB1	paclitaxel	disease:ovarian neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	paclitaxel	other:breast neoplasms	['nan']	0	0	0	0	1	1	0	1	0	1
rs1045642	ABCB1	paclitaxel	other:breast neoplasms, other:colorectal neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	paclitaxel	other:metastatic breast cancer	['nan']	0	0	1	0	0	0	0	1	0	0
rs1045642	ABCB1	paclitaxel	other:neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	palbociclib	other:breast neoplasms	['nan']	0	0	0	0	0	1	0	1	0	0
rs1045642	ABCB1	paliperidone	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	palonosetron	side effect:nausea, side effect:vomiting	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	pantoprazole	disease:helicobacter infections	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	pantoprazole	efficacy:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	paroxetine	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	peginterferon alfa-2a	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	phenobarbital	disease:epilepsy	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	phenytoin	disease:epilepsy	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	phenytoin	other:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	phenytoin	other:no disease	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	piritramide	disease:pain	['nan']	0	1	0	0	1	0	0	1	0	1
rs1045642	ABCB1	platinum compounds	disease:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	posaconazole	other:kidney transplantation	['nan']	0	0	0	1	0	0	0	1	0	0
rs1045642	ABCB1	pravastatin	disease:hyperlipoproteinemia type ii	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	pravastatin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	prednisolone	disease:acute lymphoblastic leukemia	['nan']	0	0	1	0	0	1	0	1	1	0
rs1045642	ABCB1	prednisolone	disease:kidney transplantation	['nan']	0	0	0	0	0	1	0	1	0	0
rs1045642	ABCB1	prednisone	other:heart transplantation	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	probenecid	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	propofol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	propranolol	other:migraine without aura, other:migraine with aura	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	pyrazinamide	disease:tuberculosis	['nan']	0	0	0	0	0	1	1	0	0	0
rs1045642	ABCB1	quetiapine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	raltegravir	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	ranitidine	disease:head and neck neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	rasagiline	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs1045642	ABCB1	remifentanil	general_population	['nan']	0	1	1	0	1	0	0	1	1	1
rs1045642	ABCB1	remifentanil	other:tonsillectomy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	rhodamine 123	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	ribociclib	other:breast neoplasms	['nan']	0	0	0	0	0	1	0	1	0	0
rs1045642	ABCB1	rifampin	disease:tuberculosis	['nan']	0	0	0	0	0	1	1	0	0	0
rs1045642	ABCB1	rifapentine	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	risperidone	disease:bipolar disorder, disease:depression, disease:substance-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	risperidone	disease:bipolar disorder, disease:schizoaffective disorder, disease:schizophrenia	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	risperidone	disease:psychotic disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	risperidone	disease:schizophrenia	['nan']	0	0	1	0	1	1	1	0	1	1
rs1045642	ABCB1	risperidone	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	ritonavir	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	1	0	0	1
rs1045642	ABCB1	ritonavir	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	ritonavir	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	rivaroxaban	general_population	['nan']	0	0	0	0	1	1	0	1	0	1
rs1045642	ABCB1	rivaroxaban	other:atrial fibrillation	['nan']	0	0	1	1	1	1	0	1	1	1
rs1045642	ABCB1	rivaroxaban	other:thromboembolism	['nan']	0	0	0	1	1	0	0	1	0	1
rs1045642	ABCB1	s-eddp	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	selective serotonin reuptake inhibitors	disease:depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	sertraline	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	sevoflurane	other:tonsillectomy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	silibinin	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	simvastatin	disease:hypercholesterolemia	['nan']	0	0	1	0	1	0	0	1	0	1
rs1045642	ABCB1	simvastatin	general_population	['nan']	0	0	1	1	1	0	0	0	1	1
rs1045642	ABCB1	sirolimus	disease:kidney transplantation	['nan']	0	0	0	1	1	1	0	0	1	1
rs1045642	ABCB1	sirolimus	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	sorafenib	disease:renal cell carcinoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	sufentanil	"""other:lung neoplasms"", ""other:pain, postoperative"""	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	sufentanil	other:pain, postoperative	['nan']	0	1	1	0	1	0	0	0	1	1
rs1045642	ABCB1	sunitinib	disease:renal cell carcinoma	['nan']	0	0	1	1	1	1	0	1	1	1
rs1045642	ABCB1	sunitinib	disease:renal cell carcinoma, disease:metastatic neoplasm	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	tacrolimus	disease:hemopoietic stem cell transplant	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tacrolimus	disease:kidney transplantation	['nan']	0	1	1	1	1	0	0	1	1	1
rs1045642	ABCB1	tacrolimus	disease:laparoscopic sleeve gastrectomy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tacrolimus	disease:liver transplantation	['nan']	0	1	0	1	1	0	0	0	1	1
rs1045642	ABCB1	tacrolimus	disease:lung transplantation	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	tacrolimus	disease:rheumatoid arthritis	['nan']	0	0	0	1	1	0	0	0	1	1
rs1045642	ABCB1	tacrolimus	disease:rheumatoid arthritis, disease:systemic lupus erythematosus	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tacrolimus	disease:transplantation	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	tacrolimus	disease:ulcerative colitis	['nan']	0	0	1	0	1	0	1	0	1	1
rs1045642	ABCB1	tacrolimus	general_population	['nan']	0	0	1	0	1	0	0	0	1	1
rs1045642	ABCB1	tacrolimus	other:heart transplantation	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	tacrolimus	other:hematopoietic stem cell transplant	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tacrolimus	other:kidney transplantation	['nan']	0	1	1	1	1	0	1	1	1	1
rs1045642	ABCB1	tacrolimus	other:kidney transplantation, other:liver transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tacrolimus	other:liver transplantation	['nan']	0	0	0	1	1	0	0	0	1	1
rs1045642	ABCB1	tacrolimus	other:nephrotic syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	talinolol	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs1045642	ABCB1	tamoxifen	disease:breast neoplasms	['nan']	1	0	0	0	0	0	0	0	1	0
rs1045642	ABCB1	taxanes	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	temozolomide	other:glioma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	temsirolimus	disease:urinary bladder neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tenofovir	disease:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	tenofovir	other:hiv infectious disease	['nan']	0	0	0	0	0	1	0	1	0	0
rs1045642	ABCB1	tenofovir disoproxil	other:hiv infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	ticagrelor	other:acute coronary syndrome	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	tilidine	disease:pain	['nan']	0	1	0	0	1	0	0	1	0	1
rs1045642	ABCB1	tipifarnib	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	topiramate	other:migraine without aura, other:migraine with aura	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	trabectedin	disease:sarcoma	['nan']	0	0	0	0	0	1	1	0	0	0
rs1045642	ABCB1	tramadol	disease:fractures, bone	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	tramadol	disease:pain	['nan']	0	1	0	0	1	0	0	1	0	1
rs1045642	ABCB1	tramadol	general_population	['nan']	0	0	0	1	1	1	0	1	1	1
rs1045642	ABCB1	tramadol	other:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	trazodone	general_population	['nan']	0	0	0	1	1	1	0	0	1	1
rs1045642	ABCB1	valganciclovir	disease:kidney transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	valproic acid	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	valproic acid	other:migraine without aura, other:migraine with aura	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	vemurafenib	other:melanoma	['nan']	0	0	0	0	0	1	0	0	1	0
rs1045642	ABCB1	venlafaxine	disease:depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
rs1045642	ABCB1	venlafaxine	disease:narcolepsy	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	verapamil	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs1045642	ABCB1	vincristine	disease:acute lymphoblastic leukemia	['nan']	0	0	1	0	1	1	0	1	1	1
rs1045642	ABCB1	vincristine	disease:multiple myeloma	['nan']	0	0	1	0	0	0	0	1	0	0
rs1045642	ABCB1	voriconazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
rs1045642	ABCB1	voriconazole	other:fungal infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	warfarin	disease:venous thromboembolism	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	warfarin	general_population	['nan']	0	1	0	0	1	0	0	0	1	1
rs1045642	ABCB1	warfarin	other:an international normalized ratio (inr) of 2.0-3.0	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	warfarin	other:atrial fibrillation, other:pulmonary embolism, other:venous thrombosis	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045642	ABCB1	xelox	other:colorectal neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs1045644	COCH	vincristine	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	0	1	0	1	0	0
rs10457090	OPRM1	cotinine	disease:heroin dependence	['nan']	0	0	0	1	0	0	0	0	1	0
rs10457090	OPRM1	methadone	other:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs10457090	OPRM1	opioids	general_population	['nan']	0	0	0	0	0	1	0	1	0	0
rs10458360	unknown	olanzapine	disease:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
rs1045895	LEPR, LEPROT	apremilast	other:psoriasis	['nan']	0	0	1	0	0	0	0	1	0	0
rs1046248	BDKRB2	ace inhibitors	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1046248	BDKRB2	plain	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs1046320	WFS1	linagliptin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs1046320	WFS1	sitagliptin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs1046320	WFS1	vildagliptin	other:diabetes mellitus, type 2	['nan']	0	0	0	0	1	0	0	0	0	1
rs1046428	GSTZ1, POMT2	dichloroacetic acid	disease:mitochondrial diseases	['nan']	0	0	0	0	1	0	0	0	0	1
rs1046428	GSTZ1, POMT2	dichloroacetic acid	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
rs10464903	GGH	methotrexate	other:acute lymphoblastic leukemia	['nan']	0	0	0	0	1	0	0	0	0	1
rs10465180	NTRK2	clozapine	disease:schizophrenia	['nan']	0	0	1	0	0	0	0	1	0	0
rs1047303	HSD3B1	abiraterone	other:prostatic neoplasms	['nan']	0	0	1	1	1	0	0	1	1	1
rs1047303	HSD3B1	dutasteride	other:prostatic neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs1047303	HSD3B1	glucocorticoids	other:asthma	['nan']	0	0	1	0	0	0	0	0	1	0
rs10474433	HMGCR	atorvastatin	disease:coronary disease	['nan']	0	0	1	0	0	0	1	0	0	0
rs1047626	SLC30A9	aspirin	disease:asthma	['nan']	0	0	0	0	0	1	0	1	0	0
rs1047768	ERCC5	fluorouracil	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1047768	ERCC5	platinum compounds	disease:non-small cell lung carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1047768	ERCC5	platinum compounds	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1047768	ERCC5	radiotherapy	disease:stomach neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1047840	EXO1	capecitabine	disease:metastatic neoplasm	['nan']	0	0	1	0	0	0	0	0	1	0
rs1047840	EXO1	fluorouracil	disease:metastatic neoplasm	['nan']	0	0	1	0	0	0	0	0	1	0
rs1047840	EXO1	pemetrexed	other:lung neoplasms	['nan']	0	0	1	0	0	0	0	1	0	0
rs1047891	CPS1	antiepileptics	disease:epilepsy	['nan']	0	0	0	0	0	1	0	0	1	0
rs1047891	CPS1	valproic acid	disease:epilepsy	['nan']	0	0	0	0	0	1	0	0	1	0
rs1048101	ADRA1A	dihydropyridine derivatives	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
rs1048101	ADRA1A	disulfiram	other:cocaine dependence	['nan']	0	0	1	0	0	0	0	0	1	0
rs1048101	ADRA1A	nifedipine	disease:hypertension	['nan']	0	0	1	0	0	0	0	0	1	0
rs10482634	NR3C1	corticosteroids	other:nephrotic syndrome	['nan']	0	0	1	0	0	0	0	0	1	0
rs10482672	NR3C1	methadone	disease:heroin dependence	['nan']	0	0	0	0	1	0	0	0	0	1
rs10485057	OPRM1	ethanol	general_population	['nan']	0	1	0	0	1	0	0	0	1	1
rs10485057	OPRM1	naltrexone	other:tobacco use disorder	['nan']	0	0	0	0	1	0	0	0	0	1
rs10485057	OPRM1	nicotine	general_population	['nan']	0	0	0	0	1	1	0	0	1	1
rs10485058	OPRM1	buprenorphine	disease:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs10485058	OPRM1	methadone	disease:opioid-related disorders	['nan']	0	0	1	0	0	0	0	0	1	0
rs10485058	OPRM1	methadone	other:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
rs10485060	OPRM1	heroin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
rs10485828	TUBB1	anastrozole	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs10485828	TUBB1	exemestane	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs10486003	TAC1	oxaliplatin	disease:colonic neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
rs1048786	PDIA2	methylphenidate	disease:attention deficit disorder with hyperactivity	['nan']	0	0	0	0	1	0	0	0	0	1
rs1048943	CYP1A1	capecitabine	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs1048943	CYP1A1	clopidogrel	other:patients who underwent successful percutaneous coronary intervention	['nan']	0	0	0	0	1	0	0	0	0	1
rs1048943	CYP1A1	docetaxel	disease:breast neoplasms	['nan']	0	0	1	0	0	0	0	0	1	0
rs1048943	CYP1A1	docetaxel	other:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs1048943	CYP1A1	imatinib	other:gastrointestinal stromal tumors	['nan']	0	0	0	0	1	0	0	0	0	1
rs1048943	CYP1A1	nilotinib	other:chronic myelogenous leukemia, bcr-abl1 positive	['nan']	0	0	1	0	0	0	0	0	1	0
rs1048943	CYP1A1	paclitaxel	other:breast neoplasms	['nan']	0	0	0	0	0	1	0	0	1	0
rs1048943	CYP1A1	platinum compounds	other:non-small cell lung carcinoma	['nan']	0	0	1	0	0	0	0	0	1	0
rs1048943	CYP1A1	sunitinib	disease:renal cell carcinoma	['nan']	0	0	0	0	1	0	0	0	0	1
rs1048943	CYP1A1	sunitinib	disease:renal cell carcinoma, disease:gastrointestinal stromal tumors	['nan']	0	0	0	0	0	1	0	0	1	0
rs1048943	CYP1A1	warfarin	other:an international normalized ratio (inr) of 2.0-3.0	['nan']	0	0	0	0	1	0	0	0	0	1
rs104894539	VKORC1	warfarin	general_population	['nan']	0	1	0	0	0	0	0	0	1	0
