Id	SNP_ID	ACC_NUMBER	ALLELE	SNP_CLASS	CHRPOS	FXN_CLASS	GENE_NAME
2070959	2070959	NC_000002.12	R	snv	2:233693545	coding_sequence_variant,missense_variant,intron_variant	UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A9
2070995	2070995	NC_000021.9	N	snv	21:37714662	non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	KCNJ6,KCNJ6-AS1
2071043	1042597	NC_000002.12	N	snv	2:233618225	coding_sequence_variant,missense_variant	UGT1A8
2071197	2071197	NC_000020.11	D	snv	20:44401795	intron_variant	HNF4A
2071230	2071230	NC_000011.10	D	snv	11:102790228	3_prime_UTR_variant,intron_variant	MMP1,WTAPP1
2071303	2071303	NC_000006.12	N	snv	6:26091108	2KB_upstream_variant,intron_variant,upstream_transcript_variant	HFE,HFE-AS1
2071338	243865	NC_000016.10	Y	snv	16:55477894	upstream_transcript_variant,2KB_upstream_variant	MMP2
2071427	2071427	NC_000017.11	N	snv	17:40098239	intron_variant	NR1D1
2071446	4586	NC_000017.11	H	snv	17:34256250	coding_sequence_variant,synonymous_variant,stop_gained	CCL2
2071554	2071554	NC_000006.12	N	snv	6:32816899	missense_variant,coding_sequence_variant	HLA-DOB
2071559	2071559	NC_000004.12	N	snv	4:55126199	2KB_upstream_variant,upstream_transcript_variant	KDR
2071888	2071888	NC_000006.12	V	snv	6:33305078	missense_variant,coding_sequence_variant	TAPBP
2072183	2072183	NC_000007.14	N	snv	7:44539581	5_prime_UTR_variant,coding_sequence_variant,synonymous_variant	NPC1L1
2072454	2072454	NC_000007.14	N	snv	7:55146655	coding_sequence_variant,intron_variant,missense_variant,synonymous_variant	EGFR
2072658	2072658	NC_000001.11	R	snv	1:154567749	upstream_transcript_variant,2KB_upstream_variant	CHRNB2,LOC107985206
2072660	2072660	NC_000001.11	N	snv	1:154576245	3_prime_UTR_variant,non_coding_transcript_variant	CHRNB2
2072661	2072661	NC_000001.11	R	snv	1:154576404	3_prime_UTR_variant,non_coding_transcript_variant	CHRNB2
2072669	532545	NC_000001.11	N	snv	1:20588679	upstream_transcript_variant,2KB_upstream_variant	CDA
2072671	2072671	NC_000001.11	M	snv	1:20589208	coding_sequence_variant,missense_variant	CDA
2073439	1760944	NC_000014.9	N	snv	14:20454990	2KB_upstream_variant,upstream_transcript_variant	APEX1,OSGEP
2073618	2073618	NC_000008.11	V	snv	8:118951813	missense_variant,synonymous_variant,coding_sequence_variant,2KB_upstream_variant,upstream_transcript_variant	TNFRSF11B,COLEC10
2073724	2073724	NC_000006.12	B	snv	6:31161930	missense_variant,coding_sequence_variant	TCF19
2074087	2074087	NC_000016.10	N	snv	16:16090375	intron_variant	ABCC1
2074192	2074192	NC_000023.11	Y	snv	X:15564667	intron_variant	ACE2
2074216	2074216	NC_000017.11	R	snv	17:7230290	coding_sequence_variant,upstream_transcript_variant,genic_upstream_transcript_variant,synonymous_variant	DVL2
2074900	2074900	NC_000019.10	R	snv	19:15886010	synonymous_variant,coding_sequence_variant	CYP4F2
2075252	2075252	NC_000002.12	N	snv	2:169154475	coding_sequence_variant,stop_gained,missense_variant	LRP2
2075507	2075507	NC_000022.11	N	snv	22:19940569	2KB_upstream_variant,intron_variant,upstream_transcript_variant,genic_upstream_transcript_variant	COMT,TXNRD2
2075572	2075572	NC_000006.12	B	snv	6:154090869	intron_variant,genic_downstream_transcript_variant	OPRM1
2075650	2075650	NC_000019.10	V	snv	19:44892362	intron_variant	TOMM40
2075685	2075685	NC_000005.10	D	snv	5:83076846	2KB_upstream_variant,upstream_transcript_variant,intron_variant	XRCC4,TMEM167A
2075699	1800139	NC_000012.12	B	snv	12:57191361	synonymous_variant,coding_sequence_variant	LRP1
2075748	2075748	NC_000011.10	B	snv	11:62920797	intron_variant	CHRM1,LOC105369333
2075797	2075797	NC_000014.9	S	snv	14:52313933	2KB_upstream_variant,upstream_transcript_variant	PTGER2
2076222	2076222	NC_000001.11	B	snv	1:209618584	coding_sequence_variant,missense_variant	LAMB3
2076295	2076295	NC_000006.12	N	snv	6:7562999	intron_variant	DSP
2076321	7877	NC_000001.11	N	snv	1:171285751	3_prime_UTR_variant,genic_downstream_transcript_variant	FMO1
2076369	2076369	NC_000022.11	N	snv	22:38067645	intron_variant,upstream_transcript_variant,genic_upstream_transcript_variant	PICK1
2076681	1045644	NC_000014.9	S	snv	14:30885890	missense_variant,non_coding_transcript_variant,coding_sequence_variant	COCH,LOC100506071
2076828	2076828	NC_000006.12	S	snv	6:160451754	3_prime_UTR_variant,genic_downstream_transcript_variant	SLC22A3
2077647	2077647	NC_000006.12	N	snv	6:151807942	genic_upstream_transcript_variant,synonymous_variant,coding_sequence_variant,upstream_transcript_variant	ESR1
2088885	2088885	NC_000003.12	H	snv	3:171253502	genic_downstream_transcript_variant,intron_variant	TNIK
2097432	2097432	NC_000006.12	H	snv	6:32622994		
2097603	2075507	NC_000022.11	N	snv	22:19940569	2KB_upstream_variant,intron_variant,upstream_transcript_variant,genic_upstream_transcript_variant	COMT,TXNRD2
2106089	2106089	NC_000001.11	R	snv	1:158658837	intron_variant	SPTA1
2106809	2106809	NC_000023.11	N	snv	X:15599938	intron_variant,genic_upstream_transcript_variant	ACE2
2106950	854548	NC_000007.14	N	snv	7:95296508	500B_downstream_variant,downstream_transcript_variant	PPP1R9A
2107614	2107614	NC_000012.12	N	snv	12:793913	intron_variant,genic_upstream_transcript_variant	WNK1
2108622	2108622	NC_000019.10	N	snv	19:15879621	missense_variant,coding_sequence_variant	CYP4F2
2110166	2110166	NC_000012.12	N	snv	12:5642176	intron_variant	ANO2
2112460	2112460	NC_000019.10	N	snv	19:13479598	intron_variant	CACNA1A
2114358	2114358	NC_000008.11	N	snv	8:128008933	non_coding_transcript_variant,intron_variant	PVT1,MIR1206
2115903	261316	NC_000015.10	Y	snv	15:58341621		
2116971	2116971	NC_000016.10	N	snv	16:82632534	genic_upstream_transcript_variant,intron_variant	CDH13
2118723	6196	NC_000005.10	R	snv	5:143281925	non_coding_transcript_variant,genic_downstream_transcript_variant,synonymous_variant,intron_variant,coding_sequence_variant	NR3C1
2118724	258751	NC_000005.10	N	snv	5:143282715	non_coding_transcript_variant,genic_downstream_transcript_variant,synonymous_variant,missense_variant,coding_sequence_variant	NR3C1
2120274	2120274	NC_000017.11	D	snv	17:19614455		
2125362	2125362	NC_000011.10	R	snv	11:86456094	intron_variant,genic_downstream_transcript_variant	ME3
2125739	2125739	NC_000006.12	Y	snv	6:43445127	genic_downstream_transcript_variant,non_coding_transcript_variant,missense_variant,intron_variant,coding_sequence_variant	ABCC10
2133896	2133896	NC_000012.12	K	snv	12:99455122	intron_variant,genic_upstream_transcript_variant	ANKS1B
2134675	1154461	NC_000004.12	B	snv	4:99421745	intron_variant	ADH7
2144297	2144297	NC_000001.11	N	snv	1:230128097	intron_variant,genic_downstream_transcript_variant	GALNT2
2144300	2144300	NC_000001.11	Y	snv	1:230159169	intron_variant,genic_downstream_transcript_variant	GALNT2
2145623	2145623	NC_000014.9	V	snv	14:35370030		
2151222	2151222	NC_000001.11	D	snv	1:206480926	intron_variant	IKBKE
2153628	2153628	NC_000010.11	R	snv	10:94963667	intron_variant	CYP2C9
2159140	2159140	NC_000017.11	Y	snv	17:12073183	intron_variant	MAP2K4
2162145	2162145	NC_000008.11	N	snv	8:67747912	2KB_upstream_variant,upstream_transcript_variant	CPA6
2164660	2164660	NC_000005.10	R	snv	5:59715681	intron_variant,genic_upstream_transcript_variant	PDE4D
2165870	2165870	NC_000001.11	V	snv	1:239622120	intron_variant,genic_upstream_transcript_variant	CHRM3,LOC105373225
2166219	2166219	NC_000002.12	Y	snv	2:19417541	genic_downstream_transcript_variant,intron_variant	LOC101928196
2167270	2167270	NC_000007.14	R	snv	7:128241296	5_prime_UTR_variant	LEP
2168631	2168631	NC_000005.10	N	snv	5:175448999		
2177370	2177370	NC_000010.11	N	snv	10:49630828	intron_variant	CHAT
2177735	2177735	NC_000002.12	N	snv	2:215343152	intron_variant	ATIC
2180314	2180314	NC_000006.12	V	snv	6:52752933	missense_variant,coding_sequence_variant	GSTA2
2183402	168351	NC_000009.12	R	snv	9:72902395	intron_variant	ALDH1A1
2189784	2189784	NC_000019.10	N	snv	19:15848390		
2189814	2189814	NC_000007.14	N	snv	7:86702440	intron_variant	GRM3
2193225	2193225	NC_000002.12	N	snv	2:50852344	genic_upstream_transcript_variant,genic_downstream_transcript_variant,intron_variant	NRXN1
2199936	2199936	NC_000004.12	D	snv	4:88124179	intron_variant	ABCG2
2205986	2205986	NC_000001.11	D	snv	1:209942767	intron_variant,genic_upstream_transcript_variant	SYT14
2207396	2207396	NC_000006.12	R	snv	6:152061247	downstream_transcript_variant,intron_variant,genic_downstream_transcript_variant	ESR1
2207418	2207418	NC_000020.11	N	snv	20:11194255		
2216711	2216711	NC_000005.10	N	snv	5:37828742	intron_variant	GDNF
2227291	2227291	NC_000023.11	N	snv	X:78013005	missense_variant,intron_variant,coding_sequence_variant	ATP7A
2227310	2227310	NC_000010.11	B	snv	10:113729393	missense_variant,synonymous_variant,coding_sequence_variant	CASP7
2227547	1126647	NC_000004.12	H	snv	4:73743328	3_prime_UTR_variant	CXCL8
2227631	2227631	NC_000007.14	R	snv	7:101126257	2KB_upstream_variant,upstream_transcript_variant	SERPINE1
2227684	2227684	NC_000007.14	D	snv	7:101133650	intron_variant	SERPINE1
2227951	9344	NC_000011.10	R	snv	11:69648142	coding_sequence_variant,synonymous_variant	CCND1
2227956	2227956	NC_000006.12	N	snv	6:31810495	missense_variant,coding_sequence_variant	HSPA1L
2227983	2227983	NC_000007.14	N	snv	7:55161562	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	EGFR
2228000	2228000	NC_000003.12	N	snv	3:14158387	coding_sequence_variant,missense_variant,non_coding_transcript_variant	XPC
2228001	2228001	NC_000003.12	N	snv	3:14145949	stop_gained,missense_variant,non_coding_transcript_variant,coding_sequence_variant,genic_downstream_transcript_variant	XPC
2228014	2228014	NC_000002.12	N	snv	2:136115514	coding_sequence_variant,synonymous_variant,missense_variant	CXCR4
2228016	4586	NC_000017.11	H	snv	17:34256250	coding_sequence_variant,synonymous_variant,stop_gained	CCL2
2228075	2228075	NC_000007.14	N	snv	7:128394575	coding_sequence_variant,genic_downstream_transcript_variant,synonymous_variant	IMPDH1
2228079	2228079	NC_000001.11	K	snv	1:203129147	5_prime_UTR_variant,coding_sequence_variant,synonymous_variant	ADORA1
2228099	2228099	NC_000001.11	S	snv	1:150836413	coding_sequence_variant,synonymous_variant	ARNT
2228100	2228100	NC_000017.11	N	snv	17:19739639	coding_sequence_variant,missense_variant	ALDH3A1
2228120	9937	NC_000011.10	D	snv	11:4138227	coding_sequence_variant,synonymous_variant	RRM1
2228122	183484	NC_000011.10	N	snv	11:4119902	stop_gained,5_prime_UTR_variant,synonymous_variant,missense_variant,coding_sequence_variant	RRM1
2228130	2228130	NC_000017.11	N	snv	17:7501672	coding_sequence_variant,synonymous_variant,missense_variant	POLR2A
2228145	2228145	NC_000001.11	H	snv	1:154454494	intron_variant,missense_variant,coding_sequence_variant,genic_downstream_transcript_variant	IL6R
2228161	1137617	NC_000007.14	N	snv	7:150951110	stop_gained,coding_sequence_variant,synonymous_variant	KCNH2
2228171	2228171	NC_000002.12	N	snv	2:169196995	coding_sequence_variant,missense_variant	LRP2
2228191	1800154	NC_000012.12	Y	snv	12:57195876	synonymous_variant,coding_sequence_variant	LRP1
2228223	669	NC_000012.12	N	snv	12:9079672	intron_variant,genic_downstream_transcript_variant,missense_variant,coding_sequence_variant	A2M,KLRG1
2228224	2228224	NC_000012.12	N	snv	12:57471538	missense_variant,coding_sequence_variant	GLI1
2228226	2228226	NC_000012.12	V	snv	12:57472038	500B_downstream_variant,downstream_transcript_variant,missense_variant,coding_sequence_variant	GLI1,ARHGAP9
2228246	2228246	NC_000020.11	R	snv	20:41163423	missense_variant,coding_sequence_variant	PLCG1
2228303	1805094	NC_000001.11	B	snv	1:65610269	coding_sequence_variant,missense_variant	LEPR
2228471	4673	NC_000016.10	N	snv	16:88646828	coding_sequence_variant,missense_variant	CYBA
2228478	2228478	NC_000016.10	R	snv	16:89920200	upstream_transcript_variant,coding_sequence_variant,synonymous_variant,2KB_upstream_variant	MC1R,TUBB3
2228479	2228479	NC_000016.10	V	snv	16:89919532	coding_sequence_variant,missense_variant	MC1R
2228492	1061622	NC_000001.11	K	snv	1:12192898	coding_sequence_variant,missense_variant	TNFRSF1B
2228502	2228502	NC_000011.10	N	snv	11:68781872	coding_sequence_variant,synonymous_variant,missense_variant	CPT1A
2228570	2228570	NC_000012.12	N	snv	12:47879112	initiator_codon_variant,missense_variant,coding_sequence_variant	VDR
2228571	731236	NC_000012.12	N	snv	12:47844974	synonymous_variant,missense_variant,coding_sequence_variant	VDR
2228582	4343	NC_000017.11	D	snv	17:63488670	coding_sequence_variant,non_coding_transcript_variant,synonymous_variant	ACE
2228594	502434	NC_000023.11	B	snv	X:123403426	genic_downstream_transcript_variant,missense_variant,synonymous_variant,coding_sequence_variant	GRIA3
2228597	769404	NC_000002.12	B	snv	2:170822115	coding_sequence_variant,genic_upstream_transcript_variant,synonymous_variant,missense_variant	GAD1
2228622	2228622	NC_000009.12	R	snv	9:4564432	synonymous_variant,coding_sequence_variant	SLC1A1
2228629	11615	NC_000019.10	N	snv	19:45420395	missense_variant,synonymous_variant,coding_sequence_variant	ERCC1
2228992	5723	NC_000016.10	S	snv	16:23215466	coding_sequence_variant,synonymous_variant	SCNN1G
2229046	2229046	NC_000012.12	Y	snv	12:56093417	genic_downstream_transcript_variant,synonymous_variant,coding_sequence_variant	ERBB3
2229076	1042522	NC_000017.11	N	snv	17:7676154	coding_sequence_variant,upstream_transcript_variant,genic_upstream_transcript_variant,missense_variant	TP53
2229097	396991	NC_000001.11	N	snv	1:161544752	coding_sequence_variant,missense_variant,intron_variant	FCGR3A
2229105	1128503	NC_000007.14	N	snv	7:87550285	coding_sequence_variant,synonymous_variant	ABCB1
2229106	2032582	NC_000007.14	H	snv	7:87531302	coding_sequence_variant,missense_variant	ABCB1
2229107	2229107	NC_000007.14	N	snv	7:87509343	coding_sequence_variant,missense_variant	ABCB1
2229108	1045642	NC_000007.14	N	snv	7:87509329	coding_sequence_variant,missense_variant,synonymous_variant	ABCB1
2229109	2229109	NC_000007.14	H	snv	7:87550493	coding_sequence_variant,missense_variant	ABCB1
2229121	536560	NC_000018.10	N	snv	18:57554416	coding_sequence_variant,synonymous_variant	FECH
2229156	1731017	NC_000016.10	D	snv	16:8746097	coding_sequence_variant,missense_variant,intron_variant	ABAT
2229195	1042858	NC_000011.10	D	snv	11:4138236	coding_sequence_variant,synonymous_variant	RRM1
2229205	2229205	NC_000020.11	Y	snv	20:64098078	synonymous_variant,coding_sequence_variant	OPRL1
2229282	1800139	NC_000012.12	B	snv	12:57191361	synonymous_variant,coding_sequence_variant	LRP1
2229300	2229300	NC_000012.12	K	snv	12:57471775	500B_downstream_variant,downstream_transcript_variant,missense_variant,coding_sequence_variant	GLI1,ARHGAP9
2229418	1137101	NC_000001.11	N	snv	1:65592830	coding_sequence_variant,missense_variant	LEPR
2229437	2229437	NC_000011.10	D	snv	11:82853252	coding_sequence_variant,missense_variant	PRCP
2229566	5370	NC_000006.12	K	snv	6:12296022	missense_variant,coding_sequence_variant	EDN1
2229674	1799782	NC_000019.10	N	snv	19:43553422	missense_variant,synonymous_variant,coding_sequence_variant	XRCC1
2229774	2229774	NC_000012.12	N	snv	12:53211761	stop_gained,missense_variant,coding_sequence_variant	RARG
2229938	279858	NC_000004.12	H	snv	4:46312576	missense_variant,coding_sequence_variant,synonymous_variant	GABRA2
2229949	2229949	NC_000009.12	Y	snv	9:138122079	3_prime_UTR_variant	CACNA1B
2229959	2229959	NC_000020.11	N	snv	20:63350202	synonymous_variant,non_coding_transcript_variant,coding_sequence_variant	CHRNA4
2230021	671	NC_000012.12	R	snv	12:111803962	missense_variant,coding_sequence_variant	ALDH2
2230025	1979277	NC_000017.11	D	snv	17:18328782	coding_sequence_variant,missense_variant	SHMT1
2230026	1202283	NC_000007.14	R	snv	7:87452976	coding_sequence_variant,non_coding_transcript_variant,synonymous_variant	ABCB4
2230034	1050828	NC_000023.11	Y	snv	X:154536002	missense_variant,coding_sequence_variant	G6PD
2230054	2230054	NC_000002.12	Y	snv	2:218135587	coding_sequence_variant,synonymous_variant	CXCR2
2230334	5443	NC_000012.12	B	snv	12:6845711	3_prime_UTR_variant,genic_downstream_transcript_variant,synonymous_variant,coding_sequence_variant	GNB3,CDCA3
2230345	2230345	NC_000010.11	W	snv	10:119326585	5_prime_UTR_variant,missense_variant,intron_variant,coding_sequence_variant	GRK5
2230395	2230395	NC_000010.11	D	snv	10:32922299	synonymous_variant,coding_sequence_variant	ITGB1
2230433	2230433	NC_000016.10	S	snv	16:30506720	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	ITGAL
2230670	246221	NC_000016.10	B	snv	16:16044465	coding_sequence_variant,synonymous_variant	ABCC1
2230699	1136201	NC_000017.11	N	snv	17:39723335	genic_downstream_transcript_variant,coding_sequence_variant,non_coding_transcript_variant,intron_variant,missense_variant	ERBB2
2230713	1042028	NC_000016.10	Y	snv	16:28606193	coding_sequence_variant,3_prime_UTR_variant,missense_variant	SULT1A1
2230739	2230739	NC_000016.10	N	snv	16:3983435	coding_sequence_variant,synonymous_variant,missense_variant	ADCY9
2230747	2074900	NC_000019.10	R	snv	19:15886010	synonymous_variant,coding_sequence_variant	CYP4F2
2230806	2230806	NC_000009.12	N	snv	9:104858586	missense_variant,coding_sequence_variant	ABCA1
2230808	2230808	NC_000009.12	N	snv	9:104800523	missense_variant,coding_sequence_variant	ABCA1
2230827	1695	NC_000011.10	D	snv	11:67585218	coding_sequence_variant,missense_variant	GSTP1
2230926	2230926	NC_000006.12	B	snv	6:137874929	missense_variant,coding_sequence_variant	TNFAIP3
2231135	2231135	NC_000004.12	N	snv	4:88158842	genic_upstream_transcript_variant,5_prime_UTR_variant,missense_variant,intron_variant,coding_sequence_variant,upstream_transcript_variant	ABCG2,LOC124900867
2231137	2231137	NC_000004.12	Y	snv	4:88139962	missense_variant,coding_sequence_variant	ABCG2
2231142	2231142	NC_000004.12	N	snv	4:88131171	missense_variant,coding_sequence_variant,stop_gained	ABCG2
2231164	2231164	NC_000004.12	N	snv	4:88094705	intron_variant	ABCG2
2232165	2232165	NC_000003.12	N	snv	3:172448354	synonymous_variant,coding_sequence_variant,missense_variant	GHSR
2232228	2232228	NC_000016.10	V	snv	16:69109674	coding_sequence_variant,synonymous_variant	HAS3
2233406	2233406	NC_000014.9	N	snv	14:35405593	2KB_upstream_variant,upstream_transcript_variant	NFKBIA
2233407	2233407	NC_000014.9	H	snv	14:35405317	2KB_upstream_variant,upstream_transcript_variant	NFKBIA
2233409	2233409	NC_000014.9	R	snv	14:35405064	2KB_upstream_variant,upstream_transcript_variant	NFKBIA
2233678	2233678	NC_000019.10	V	snv	19:9834503	upstream_transcript_variant,non_coding_transcript_variant,2KB_upstream_variant	PIN1,PIN1-DT
2233914	2233914	NC_000009.12	N	snv	9:113221260	upstream_transcript_variant,5_prime_UTR_variant,2KB_upstream_variant	SLC31A1,FKBP15
2233945	2233945	NC_000006.12	N	snv	6:31139584	2KB_upstream_variant,intron_variant,upstream_transcript_variant	PSORS1C1,PSORS1C2
2233980	2233980	NC_000006.12	R	snv	6:31111867	synonymous_variant,coding_sequence_variant	C6orf15
2234672	2230054	NC_000002.12	Y	snv	2:218135587	coding_sequence_variant,synonymous_variant	CXCR2
