Variant_ID;Variant;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA166154623;rs10877012;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166154623;rs10877012;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166155090;rs9922316;VARIANT;PA449256;DEXMEDETOMIDINE;CHEMICAL;
PA166156511;rs1364805;VARIANT;PA450546;MONTELUKAST;CHEMICAL;PD
PA166155038;rs2292954;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155038;rs2292954;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166156379;rs3772810;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166156379;rs3772810;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166157031;rs2281617;VARIANT;PA448408;AMPHETAMINE;CHEMICAL;
PA166154469;rs16909440;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166155119;rs17708472;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166154993;rs708272;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166154993;rs708272;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA166154993;rs708272;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166154993;rs708272;VARIANT;PA450272;LOVASTATIN;CHEMICAL;PD
PA166154993;rs708272;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166154993;rs708272;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166268445;rs3749187;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166268445;rs3749187;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166184544;rs6090378;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166169897;rs73594404;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166169897;rs73594404;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166153839;rs12041331;VARIANT;PA154410481;PRASUGREL;CHEMICAL;PD
PA166153839;rs12041331;VARIANT;PA165374673;TICAGRELOR;CHEMICAL;PD
PA166153839;rs12041331;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166153839;rs12041331;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166395141;rs397508153;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166209781;rs780801862;VARIANT;PA449683;FLURBIPROFEN;CHEMICAL;
PA166209781;rs780801862;VARIANT;PA450595;NAPROXEN;CHEMICAL;
PA166209781;rs780801862;VARIANT;PA450947;PHENYTOIN;CHEMICAL;
PA166209781;rs780801862;VARIANT;PA451906;WARFARIN;CHEMICAL;
PA166157650;rs17060812;VARIANT;PA450657;NORTRIPTYLINE;CHEMICAL;PD
PA166153559;rs20417;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166153559;rs20417;VARIANT;PA449957;IBUPROFEN;CHEMICAL;PD
PA166153559;rs20417;VARIANT;PA451268;ROFECOXIB;CHEMICAL;PD
PA166154583;rs4149117;VARIANT;PA162372840;SUNITINIB;CHEMICAL;PD
PA166154583;rs4149117;VARIANT;PA164748728;MYCOPHENOLIC ACID;CHEMICAL;PD
PA166154583;rs4149117;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166154583;rs4149117;VARIANT;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA166154583;rs4149117;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166154360;rs2276307;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166154360;rs2276307;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166154360;rs2276307;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166153809;rs10800397;VARIANT;PA448383;AMIODARONE;CHEMICAL;PD
PA166155087;rs8060157;VARIANT;PA451221;RALOXIFENE;CHEMICAL;PD
PA166155087;rs8060157;VARIANT;PA451581;TAMOXIFEN;CHEMICAL;PD
PA166159781;rs144395748;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166157423;rs6962291;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166157573;rs2073618;VARIANT;PA448432;ANASTROZOLE;CHEMICAL;PD
PA166157573;rs2073618;VARIANT;PA450196;LETROZOLE;CHEMICAL;PD
PA166161855;rs96844;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166178060;rs397508510;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166178060;rs397508510;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166185420;rs8109485;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166170234;rs12459996;VARIANT;PA449760;GLATIRAMER ACETATE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166180324;rs193922768;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166394741;rs769016520;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166157828;rs11141915;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166176948;rs4627790;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166156738;rs702553;VARIANT;PA151249535;DIURETICS;CHEMICAL;PD
PA166177788;rs3798676;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166177788;rs3798676;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166155237;rs9895420;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166161452;rs75995567;VARIANT;PA165958521;FEBUXOSTAT;CHEMICAL;PD
PA166161452;rs75995567;VARIANT;PA448320;ALLOPURINOL;CHEMICAL;PD
PA166155590;rs264588;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166163241;rs2244614;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166153573;rs521093;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166350843;rs752695347;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166350843;rs752695347;VARIANT;PA451141;PROPOFOL;CHEMICAL;
PA166177206;rs7306991;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166159020;rs8175347;VARIANT;PA164888966;RALTEGRAVIR;CHEMICAL;
PA166159020;rs8175347;VARIANT;PA165958345;NILOTINIB;CHEMICAL;
PA166394781;rs1800079;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166161543;rs35621;VARIANT;PA165110775;SN-38;CHEMICAL;
PA166157731;rs1544105;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166153682;rs2236861;VARIANT;PA452618;OPIOIDS;CHEMICAL;
PA166153682;rs2236861;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166154362;rs2279238;VARIANT;PA451868;VERAPAMIL;CHEMICAL;PD
PA166183869;rs648007;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166179571;rs1337512;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166154769;rs944050;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166155169;rs879207;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166155169;rs879207;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155169;rs879207;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166155829;rs13393173;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166201545;rs6118;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201545;rs6118;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166203235;rs4774388;VARIANT;PA450037;INTERFERON BETA-1A;CHEMICAL;PD
PA166215001;rs35060421;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166157471;rs17160359;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166157471;rs17160359;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166157644;rs13253389;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166154431;rs10501087;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166178398;rs56022120;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178398;rs56022120;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178398;rs56022120;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166184563;rs3890011;VARIANT;PA451483;SPIRONOLACTONE;CHEMICAL;PD
PA166154774;rs1160351;VARIANT;PA164752812;MILNACIPRAN;CHEMICAL;PD
PA166154774;rs1160351;VARIANT;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA166154774;rs1160351;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166157593;rs3758149;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166157075;rs3218592;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166157075;rs3218592;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166155219;rs4148416;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155219;rs4148416;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166155219;rs4148416;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166155219;rs4148416;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166155219;rs4148416;VARIANT;PA451879;VINCRISTINE;CHEMICAL;PD
PA166158909;rs267606619;VARIANT;PA164744372;AMIKACIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA164754913;NETILMICIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA164784023;PAROMOMYCIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA166228921;PLAZOMICIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA166241801;MICRONOMICIN;CHEMICAL;PD
PA166158909;rs267606619;VARIANT;PA166292901;DIBEKACIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA166292902;RIBOSTAMYCIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA449753;GENTAMICIN;CHEMICAL;PD
PA166158909;rs267606619;VARIANT;PA450137;KANAMYCIN;CHEMICAL;PD
PA166158909;rs267606619;VARIANT;PA450608;NEOMYCIN;CHEMICAL;
PA166158909;rs267606619;VARIANT;PA451512;STREPTOMYCIN;CHEMICAL;PD
PA166158909;rs267606619;VARIANT;PA451704;TOBRAMYCIN;CHEMICAL;PD
PA166158909;rs267606619;VARIANT;PA452167;AMINOGLYCOSIDE ANTIBACTERIALS;CHEMICAL;PD
PA166155629;rs1143627;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166155629;rs1143627;VARIANT;PA166048654;USTEKINUMAB;CHEMICAL;PD
PA166155629;rs1143627;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166154972;rs5569;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166185910;rs727504348;VARIANT;PA166182881;MIGALASTAT;CHEMICAL;PD
PA166171043;rs6728642;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166156905;rs20455;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA166156905;rs20455;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166156905;rs20455;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166156905;rs20455;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166196821;rs9828223;VARIANT;PA10004;ADALIMUMAB;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA150595617;PLATINUM;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA448645;BLEOMYCIN;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA449552;ETOPOSIDE;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166155342;rs11615;VARIANT;PA450198;LEUCOVORIN;CHEMICAL;PD
PA166159768;rs150385342;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166197841;rs7821592;VARIANT;PA448073;ETHANOL;CHEMICAL;
PA166154702;rs1751034;VARIANT;PA10204;TENOFOVIR;CHEMICAL;
PA166157350;rs2278293;VARIANT;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA166160641;rs11125;VARIANT;PA164712406;ANTIBIOTICS;CHEMICAL;PD
PA166154798;rs2776546;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166262022;rs148693084;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166210002;rs61767420;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166153716;rs2768759;VARIANT;PA154410481;PRASUGREL;CHEMICAL;PD
PA166153716;rs2768759;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166154646;rs17109924;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166154703;rs1801249;VARIANT;PA150481189;TAXANES;CHEMICAL;PD
PA166154703;rs1801249;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166171051;rs79403677;VARIANT;PA450243;LITHIUM;CHEMICAL;PD
PA166154793;rs2494732;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166201546;rs6119;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201546;rs6119;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166154042;rs3814637;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166153551;rs5273;VARIANT;PA137179528;NIMESULIDE;CHEMICAL;
PA166233341;rs6981827;VARIANT;PA448432;ANASTROZOLE;CHEMICAL;PD
PA166155136;rs72547529;VARIANT;PA451906;WARFARIN;CHEMICAL;PD
PA166154857;rs1060896;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166178065;rs121908751;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;PD
PA166154860;rs1346268;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166157014;rs2073724;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;PD
PA166156853;rs10036156;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166156853;rs10036156;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166156853;rs10036156;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166186137;rs767487725;VARIANT;PA166163690;DESMETHYLNAPROXEN;CHEMICAL;
PA166186137;rs767487725;VARIANT;PA166179720;TAPENTADOL;CHEMICAL;
PA166186137;rs767487725;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;
PA166177052;rs6090041;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166177182;rs4639250;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155076;rs7186128;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155076;rs7186128;VARIANT;PA450085;IRINOTECAN;CHEMICAL;PD
PA166155289;rs2849380;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166155289;rs2849380;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155289;rs2849380;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166176322;rs3804100;VARIANT;PA450550;MORPHINE;CHEMICAL;PD
PA166154163;rs17222723;VARIANT;PA10204;TENOFOVIR;CHEMICAL;PD
PA166154163;rs17222723;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166154163;rs17222723;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166157873;rs3810651;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166157104;rs4713916;VARIANT;PA10832;CORTICOSTEROIDS;CHEMICAL;PD
PA166157104;rs4713916;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166157104;rs4713916;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166157104;rs4713916;VARIANT;PA450522;MIRTAZAPINE;CHEMICAL;PD
PA166157104;rs4713916;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166154311;rs1042927;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154311;rs1042927;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166156005;rs3788189;VARIANT;PA10810;PEMETREXED;CHEMICAL;PD
PA166154824;rs11628713;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166177122;rs11933890;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166155948;rs4815273;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166410382;rs1058171;VARIANT;PA166110256;BUFURALOL;CHEMICAL;
PA166154740;rs9561765;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166154220;rs182132442;VARIANT;PA449683;FLURBIPROFEN;CHEMICAL;
PA166154220;rs182132442;VARIANT;PA450595;NAPROXEN;CHEMICAL;
PA166154220;rs182132442;VARIANT;PA450947;PHENYTOIN;CHEMICAL;
PA166154220;rs182132442;VARIANT;PA451906;WARFARIN;CHEMICAL;
PA166157351;rs2278294;VARIANT;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA166154502;rs767455;VARIANT;PA10004;ADALIMUMAB;CHEMICAL;PD
PA166154502;rs767455;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166154502;rs767455;VARIANT;PA449515;ETANERCEPT;CHEMICAL;PD
PA166154502;rs767455;VARIANT;PA452639;INFLIXIMAB;CHEMICAL;PD
PA166153976;rs1801252;VARIANT;PA164712535;BETA BLOCKING AGENTS;CHEMICAL;PD
PA166153976;rs1801252;VARIANT;PA448817;CARVEDILOL;CHEMICAL;PD
PA166153976;rs1801252;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166153976;rs1801252;VARIANT;PA451690;TIMOLOL;CHEMICAL;PD
PA166153996;rs2115819;VARIANT;PA450546;MONTELUKAST;CHEMICAL;PD
PA166230141;rs74497159;VARIANT;PA150481189;TAXANES;CHEMICAL;PD
PA166156263;rs745746329;VARIANT;PA166110256;BUFURALOL;CHEMICAL;
PA166156263;rs745746329;VARIANT;PA449273;DEXTROMETHORPHAN;CHEMICAL;
PA166159786;rs142619737;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166155280;rs1800477;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166155280;rs1800477;VARIANT;PA451999;INTERFERONS;CHEMICAL;PD
PA166154392;rs2898950;VARIANT;PA449027;CLADRIBINE;CHEMICAL;PD
PA166154392;rs2898950;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166395061;rs397508616;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166395061;rs397508616;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166157744;rs2230806;VARIANT;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA166157744;rs2230806;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166157744;rs2230806;VARIANT;PA449594;FENOFIBRATE;CHEMICAL;PD
PA166157744;rs2230806;VARIANT;PA451089;PRAVASTATIN;CHEMICAL;PD
PA166157744;rs2230806;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166153674;rs2144300;VARIANT;PA448499;ATENOLOL;CHEMICAL;
PA166156833;rs4704559;VARIANT;PA450213;LEVODOPA;CHEMICAL;PD
PA166176956;rs11552708;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166157824;rs10975641;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166157824;rs10975641;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166285121;rs2307116;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166185422;rs1476592;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166155467;rs12721655;VARIANT;PA448687;BUPROPION;CHEMICAL;
PA166155467;rs12721655;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166155467;rs12721655;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166155467;rs12721655;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166153822;rs11211524;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166293901;rs121913499;VARIANT;PA166293881;OLUTASIDENIB;CHEMICAL;
PA166163757;rs2853741;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166154135;rs11200638;VARIANT;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA166154135;rs11200638;VARIANT;PA164746012;RANIBIZUMAB;CHEMICAL;PD
PA166156924;rs510769;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166156924;rs510769;VARIANT;PA448408;AMPHETAMINE;CHEMICAL;PD
PA166156924;rs510769;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166156924;rs510769;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166156924;rs510769;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166184306;rs8050896;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166154154;rs12762549;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166155734;rs4675690;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166199601;rs114077267;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166183681;rs1044394;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166185425;rs4432372;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166156798;rs2301149;VARIANT;PA451868;VERAPAMIL;CHEMICAL;PD
PA166160497;rs3045983;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166184318;rs813676;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166159089;rs11185648;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166157472;rs17161788;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;PD
PA166186135;rs765399160;VARIANT;PA166163690;DESMETHYLNAPROXEN;CHEMICAL;
PA166186135;rs765399160;VARIANT;PA448015;ACETAMINOPHEN;CHEMICAL;
PA166155337;rs688;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166155337;rs688;VARIANT;PA450272;LOVASTATIN;CHEMICAL;PD
PA166157032;rs2282143;VARIANT;PA450395;METFORMIN;CHEMICAL;
PA166155527;rs113288603;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166154302;rs948854;VARIANT;PA10402;BENZODIAZEPINE DERIVATIVES;CHEMICAL;PD
PA166154302;rs948854;VARIANT;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA166154302;rs948854;VARIANT;PA450522;MIRTAZAPINE;CHEMICAL;PD
PA166154302;rs948854;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166154302;rs948854;VARIANT;PA452618;OPIOIDS;CHEMICAL;
PA166159802;rs148799944;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166395081;rs149279509;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166157554;rs1265138;VARIANT;PA449027;CLADRIBINE;CHEMICAL;PD
PA166157554;rs1265138;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166185918;rs398123223;VARIANT;PA166182881;MIGALASTAT;CHEMICAL;PD
PA166154466;rs12795437;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166155967;rs62205366;VARIANT;PA449381;DOBUTAMINE;CHEMICAL;PD
PA166184026;rs2066713;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166157606;rs4737771;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166319205;rs374825099;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166154354;rs2237892;VARIANT;PA451234;REPAGLINIDE;CHEMICAL;PD
PA166164950;rs141033578;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166164950;rs141033578;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166164950;rs141033578;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166156944;rs746647;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;PD
PA166160587;rs10846744;VARIANT;PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PD
PA166160587;rs10846744;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166155651;rs1872328;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166155469;rs12980275;VARIANT;PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PD
PA166155469;rs12980275;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166155469;rs12980275;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166155291;rs3745009;VARIANT;PA450631;NIFEDIPINE;CHEMICAL;PD
PA166155767;rs7582141;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166153588;rs800292;VARIANT;PA130232992;BEVACIZUMAB;CHEMICAL;PD
PA166189125;rs5030858;VARIANT;PA166184060;CARBOCISTEINE;CHEMICAL;
PA166189125;rs5030858;VARIANT;PA450931;L-PHENYLALANINE;CHEMICAL;
PA166155950;rs6021191;VARIANT;PA448492;ASPARAGINASE;CHEMICAL;PD
PA166155742;rs6431558;VARIANT;PA166104276;ABT-751;CHEMICAL;
PA166157959;G6PD deficiency;VARIANT;PA10176;RASBURICASE;CHEMICAL;
PA166157959;G6PD deficiency;VARIANT;PA10715;SULFAMETHOXAZOLE / TRIMETHOPRIM;CHEMICAL;
PA166157959;G6PD deficiency;VARIANT;PA164746384;NALIDIXIC ACID;CHEMICAL;
