Variant_ID;Variant;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA166153644;rs1801133;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA446198;ARTHRITIS, PSORIATIC;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA446309;LYMPHOMA, T-CELL;DISEASE;
PA166153644;rs1801133;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166153644;rs1801133;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166177933;rs1022563;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166178021;rs34911792;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166155444;rs8192719;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166238104;rs2024627;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166238104;rs2024627;VARIANT;PA444685;KIDNEY NEOPLASMS;DISEASE;PD
PA166238104;rs2024627;VARIANT;PA446713;NEUROENDOCRINE TUMORS;DISEASE;PD
PA166155621;rs1056836;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166157172;rs10945919;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166156080;rs1883112;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166156080;rs1883112;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166210016;rs61974485;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155924;rs2273359;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156487;rs352046;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA166160976;rs79206939;VARIANT;PA166048887;IRRITABLE BOWEL SYNDROME;DISEASE;PD
PA166160976;rs79206939;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166156368;rs2742435;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155504;rs36118214;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166177130;rs10989064;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166157875;rs3813929;VARIANT;PA447208;MENTAL DISORDERS;DISEASE;PD
PA166157875;rs3813929;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166155251;rs12943590;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166209222;rs201376588;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166156086;rs2076369;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA166156086;rs2076369;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166156899;rs3077;VARIANT;PA446862;HEPATITIS B, CHRONIC;DISEASE;PD
PA166156768;rs1643650;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166283722;rs12948059;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166177184;rs9369266;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166268442;rs74569896;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA166268442;rs74569896;VARIANT;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA166155015;rs1532624;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166185907;rs869312399;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166157177;rs12201199;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157079;rs3778151;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166153941;rs10711;VARIANT;PA166124223;PNEUMONITIS;DISEASE;PD
PA166154620;rs10848635;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166157152;rs9376230;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA166157183;rs13207351;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166179290;rs9381299;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157061;rs3025039;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166157061;rs3025039;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166156584;rs4292394;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166319501;rs536577604;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157043;rs2619538;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166164877;rs11636687;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166164877;rs11636687;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166164877;rs11636687;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166159951;rs10948059;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166163754;rs2270860;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166163754;rs2270860;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155794;rs10929302;VARIANT;PA444545;HYPERPROLACTINEMIA;DISEASE;PD
PA166155794;rs10929302;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166164941;rs115545701;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166165078;rs738409;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166165078;rs738409;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166157535;rs199695765;VARIANT;PA445220;PANCREATITIS;DISEASE;PD
PA166157535;rs199695765;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166181222;rs28386840;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166156468;rs28933390;VARIANT;PA166122649;BUTYRYLCHOLINESTERASE DEFICIENCY;DISEASE;
PA166156468;rs28933390;VARIANT;PA443407;APNEA;DISEASE;
PA166156992;rs1800460;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156336;rs1969624;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166176964;rs2013169;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166157336;rs2235015;VARIANT;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA166157336;rs2235015;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166157336;rs2235015;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166171048;rs1611255;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA444750;LEUKEMIA;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA444840;LYMPHOMA;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA445048;NAUSEA;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153667;rs2072671;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA166156054;rs713729;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166154628;rs11045819;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166210017;rs72768626;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166184141;rs8109525;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166157047;rs2760118;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166185914;rs869312138;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166163667;rs193922832;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166155693;rs3087243;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166183982;rs10055255;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155529;rs118192122;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166176944;rs17712523;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166257861;rs62436463;VARIANT;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA166177194;rs17786400;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166210042;rs56722963;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166178416;rs55633228;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178416;rs55633228;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166153750;rs3754446;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA166176943;rs4562;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA444949;MIGRAINE WITHOUT AURA;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA445742;STOMACH NEOPLASMS;DISEASE;PD
PA166157303;rs1799983;VARIANT;PA447004;MIGRAINE WITH AURA;DISEASE;PD
PA166154613;rs10747673;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166348241;rs6770663;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166154921;rs7176005;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166153763;rs4278350;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA166177178;rs2419128;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166154394;rs3133084;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA166154566;rs3794271;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166154566;rs3794271;VARIANT;PA446198;ARTHRITIS, PSORIATIC;DISEASE;PD
PA166155201;rs2228100;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166266702;rs10908521;VARIANT;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA166185915;rs1569304898;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166157904;TPMT poor metabolizer;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;
PA166177185;rs3124955;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166183701;rs511435;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166183701;rs511435;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166183701;rs511435;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166195021;rs6487504;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166283743;rs315498;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166236401;rs764841347;VARIANT;PA443407;APNEA;DISEASE;PD
PA166161950;rs11265618;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166156677;rs28365063;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166154468;rs12806698;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166154468;rs12806698;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166153850;rs12118636;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166154407;rs4436578;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166157026;rs2234693;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166157026;rs2234693;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157026;rs2234693;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;PD
PA166155173;rs1042522;VARIANT;PA166123207;OVERALL SURVIVAL;DISEASE;PD
PA166155173;rs1042522;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166153633;rs1563828;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155545;rs121918594;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166156869;rs11739136;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156330;rs1801019;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157540;rs1208;VARIANT;PA165108622;DRUG INTERACTION WITH DRUG;DISEASE;PD
PA166157540;rs1208;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166185917;rs869312146;VARIANT;PA443367;FABRY DISEASE;DISEASE;PD
PA166156831;rs4702484;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166153673;rs2144297;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166182190;rs11249454;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166153759;rs3917643;VARIANT;PA446459;MYOCARDIAL ISCHEMIA;DISEASE;PD
PA166179817;rs2284922;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155288;rs2847153;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA166182161;rs1202283;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166238642;rs17004921;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166153640;rs1800872;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166153640;rs1800872;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;PD
PA166156604;rs6600880;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166154298;rs720106;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166153609;rs1047840;VARIANT;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA166156632;rs7699188;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166268447;rs201441480;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA166268447;rs201441480;VARIANT;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA166157385;rs4148737;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166158908;rs267606618;VARIANT;PA162263534;OTOTOXICITY;DISEASE;PD
PA166153623;rs1126742;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156092;rs2269577;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA443658;CENTRAL NERVOUS SYSTEM INFECTIOUS DISORDER;DISEASE;
PA166154007;rs2273697;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA444682;KIDNEY DISORDER;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166154007;rs2273697;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;
PA166154007;rs2273697;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;
PA166154007;rs2273697;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166156956;rs806378;VARIANT;PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PD
PA166156956;rs806378;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166156976;rs1063320;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166274201;rs10787959;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166176111;rs927650;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;
PA166157854;rs518147;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166157854;rs518147;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166185686;rs10516440;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166156744;rs881152;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154464;rs12364283;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166153705;rs2445142;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166157168;rs10455872;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166157715;rs868856;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166156378;rs3772809;VARIANT;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA166154395;rs3135506;VARIANT;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA166181168;rs4251417;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155818;rs12613732;VARIANT;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA166157759;rs2814707;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166176963;rs1061115;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166154900;rs3087374;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166153889;rs56038477;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155679;rs2291767;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153841;rs12044852;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA166164958;rs75541969;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166163186;rs9361233;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166252981;rs6465938;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;
PA166169893;rs1059698;VARIANT;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA166169893;rs1059698;VARIANT;PA166122058;MUCOSITIS;DISEASE;PD
PA166169893;rs1059698;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166169893;rs1059698;VARIANT;PA443875;DERMATITIS;DISEASE;PD
PA166169893;rs1059698;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166169893;rs1059698;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166169893;rs1059698;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166157780;rs4986790;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166157780;rs4986790;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166156771;rs1650723;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166157252;rs274622;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;
PA166156365;rs2742417;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166157058;rs3025000;VARIANT;PA134850558;MACULAR DEGENERATION;DISEASE;PD
PA166155367;rs1433099;VARIANT;PA446021;VASCULAR DISEASES;DISEASE;PD
PA166319664;rs538336580;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166165040;rs4646536;VARIANT;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA166165040;rs4646536;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166155506;rs56113850;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;
PA166157859;rs1050828;VARIANT;PA444859;MALARIA;DISEASE;PD
PA166157859;rs1050828;VARIANT;PA446390;MALARIA, FALCIPARUM;DISEASE;PD
PA166157009;rs2071303;VARIANT;PA443815;CROHN DISEASE;DISEASE;PD
PA166155690;rs2741049;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166155690;rs2741049;VARIANT;PA445629;SEIZURES;DISEASE;PD
PA166154744;rs9590353;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166155926;rs2273618;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166155926;rs2273618;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166157521;rs80282562;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166163244;rs11861118;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166153765;rs4329505;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166156280;rs167771;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166156280;rs167771;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154352;rs2229437;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157022;rs2207396;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157555;rs1367094;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166156908;rs130058;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166184626;rs1718125;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166153626;rs1137101;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166153626;rs1137101;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166153626;rs1137101;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166185729;rs121908547;VARIANT;PA447130;MYOTONIC DISORDERS;DISEASE;PD
PA166156890;rs28363170;VARIANT;PA443309;ALCOHOLISM;DISEASE;PD
PA166156890;rs28363170;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;
PA166156890;rs28363170;VARIANT;PA446878;COCAINE-RELATED DISORDERS;DISEASE;PD
PA166184842;rs9829896;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA166179815;rs2229046;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166154508;rs1019385;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166155768;rs7586110;VARIANT;PA444511;HYPERBILIRUBINEMIA;DISEASE;PD
PA166155768;rs7586110;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166153821;rs11209716;VARIANT;PA443803;COUGH;DISEASE;PD
PA166153821;rs11209716;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157191;rs17179108;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166199581;rs115208233;VARIANT;PA446199;OVERDOSE;DISEASE;PD
PA166153801;rs10494227;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA166156591;rs4604006;VARIANT;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA166154705;rs1933437;VARIANT;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA166154705;rs1933437;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166154705;rs1933437;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166154705;rs1933437;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166160979;rs16952570;VARIANT;PA166048887;IRRITABLE BOWEL SYNDROME;DISEASE;PD
PA166160979;rs16952570;VARIANT;PA443750;ULCERATIVE COLITIS;DISEASE;PD
PA166160979;rs16952570;VARIANT;PA443815;CROHN DISEASE;DISEASE;PD
PA166160979;rs16952570;VARIANT;PA444773;LEUKOPENIA;DISEASE;PD
PA166160979;rs16952570;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166154895;rs2472297;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;
PA166156339;rs2046934;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA166156339;rs2046934;VARIANT;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA166156339;rs2046934;VARIANT;PA443362;ANGINA PECTORIS;DISEASE;PD
PA166156913;rs316019;VARIANT;PA162263534;OTOTOXICITY;DISEASE;PD
PA166156913;rs316019;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156913;rs316019;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157238;rs662;VARIANT;PA443362;ANGINA PECTORIS;DISEASE;PD
PA166157238;rs662;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166157238;rs662;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166157238;rs662;VARIANT;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA166157238;rs662;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157238;rs662;VARIANT;PA445742;STOMACH NEOPLASMS;DISEASE;PD
PA166157238;rs662;VARIANT;PA445850;THROMBOTIC DISEASE;DISEASE;PD
PA166157238;rs662;VARIANT;PA446459;MYOCARDIAL ISCHEMIA;DISEASE;PD
PA166157746;rs2234753;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166157746;rs2234753;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166157524;rs113993959;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;
PA166183998;rs1079596;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166155844;rs17583889;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157739;rs1948308;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166157739;rs1948308;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166157390;rs4410790;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;
PA166154391;rs2854117;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166154391;rs2854117;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166236761;rs531738678;VARIANT;PA443407;APNEA;DISEASE;PD
PA166157784;rs6413517;VARIANT;PA443340;ANEMIA;DISEASE;PD
